버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
상무64,세하동,비엔날레전시관,36,세하동 ▶ 동하 ▶ 마산(서창) ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역(북) ▶ 김대중컨벤션센터 ▶ 5.18자유공원 ▶ 상무금호아파트 ▶ 상무중흥아파트 ▶ 운천초교 ▶ 상무대우아파트 ▶ 시청 ▶ 5.18기념문화센터 ▶ 모아제일아파트 ▶ 쌍촌현대아파트 ▶ 솔뫼타운 ▶ 해태아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대 ▶ 전대치과병원 ▶ 용봉2휴먼시아아파트 ▶ 신안교입구 ▶ 유창아파트 ▶ 용봉동성당 ▶ 용봉현대3차아파트 ▶ 비엔날레전시관,36,비엔날레전시관 ▶ 용봉현대3차아파트 ▶ 용봉동성당 ▶ 유창아파트 ▶ 신안교입구 ▶ 용봉2휴먼시아아파트 ▶ 전대치과병원 ▶ 전남대 ▶ 전남대사거리(서) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 해태아파트 ▶ 쌍촌현대아파트 ▶ 모아제일아파트 ▶ 5.18기념문화센터 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 상무중흥아파트 ▶ 상무금호아파트 ▶ 5.18자유공원 ▶ 김대중컨벤션센터 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 마산(서창) ▶ 동하 ▶ 세하동
유덕65,덕흥동,자동차의거리입구,31,덕흥동 ▶ 덕흥마을입구 ▶ 덕흥삼거리 ▶ 유덕2교차로 ▶ 유덕동행정복지센터 ▶ 유촌마을입구 ▶ 극락초교 ▶ 버들주공1단지 ▶ 칠성마을 ▶ 광천동 ▶ 삼우아파트 ▶ 진성아파트 ▶ 광천E편한세상 ▶ 기아차정문 ▶ 광주종합버스터미널 ▶ 현대자동차 ▶ 발산마을 ▶ 발산교(남) ▶ 농성중흥파크 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동복개쇼핑센터 ▶ 천교 ▶ 광주학생운동기념탑 ▶ 광주일고.광주고용센터 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 자동차의거리입구,31,자동차의거리입구 ▶ 서림초교입구 ▶ 요한병원 ▶ 광주역(남) ▶ 유동사거리 ▶ 광주일고.광주고용센터 ▶ 광주학생운동기념탑 ▶ 천교 ▶ 양동복개쇼핑센터 ▶ 양동시장역(북) ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성중흥파크 ▶ 발산교(남) ▶ 발산마을 ▶ 현대자동차 ▶ 광주종합버스터미널 ▶ 기아차정문 ▶ 광천E편한세상 ▶ 진성아파트 ▶ 삼우아파트 ▶ 광천동 ▶ 칠성마을 ▶ 버들주공1단지 ▶ 극락초교 ▶ 유촌마을입구 ▶ 유덕동행정복지센터 ▶ 유덕2교차로 ▶ 덕흥삼거리 ▶ 덕흥마을입구 ▶ 덕흥동
송암68,송암공단,KTX체육기지,47,송암공단 ▶ 송원대 ▶ 송암공단입구 ▶ 인성고 ▶ 송암동 ▶ 신효천마을 ▶ 효천초교 ▶ 대동마을 ▶ 신기교 ▶ 조각배어린이공원 ▶ 송화마을4단지 ▶ 송화마을3단지 ▶ 진월저수지(동) ▶ 진월리채3차 ▶ 문성고 ▶ 봉선대화아파트 ▶ 주월중입구 ▶ 남구청 ▶ 백운우체국 ▶ 까치고개 ▶ 대성사거리 ▶ 무진중 ▶ 월산초교 ▶ 동신대한방병원 ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 화정중흥파크 ▶ 신세계백화점 ▶ 광주종합버스터미널 ▶ 기아차중문 ▶ 광명하이츠후문 ▶ 버들마을 ▶ 계수 ▶ 시청 ▶ 광주무역회관 ▶ 광산우산동행정복지센터 ▶ 광주여대 ▶ 역산공원입구 ▶ 산정중입구 ▶ 산정초교 ▶ 다사로움1차아파트 ▶ 하남초교 ▶ 하남초교(북) ▶ 단전 ▶ 돈보스코학교 ▶ KTX체육기지,47,KTX체육기지 ▶ 돈보스코학교 ▶ 단전 ▶ 하남초교(북) ▶ 하남초교 ▶ 다사로움1차아파트 ▶ 산정초교 ▶ 산정중입구 ▶ 역산공원입구 ▶ 광주여대 ▶ 광산우산동행정복지센터 ▶ 광주무역회관 ▶ 시청 ▶ 계수 ▶ 버들마을 ▶ 광명하이츠후문 ▶ 기아차중문 ▶ 광주종합버스터미널 ▶ 신세계백화점 ▶ 화정중흥파크 ▶ 서구청 ▶ 서광주한전 ▶ 동신대한방병원 ▶ 월산초교 ▶ 무진중 ▶ 대성사거리 ▶ 까치고개 ▶ 백운초교(북) ▶ 백운우체국 ▶ 남구청 ▶ 주월중입구 ▶ 봉선대화아파트 ▶ 문성고 ▶ 진월리채3차 ▶ 진월저수지(동) ▶ 송화마을3단지 ▶ 송화마을4단지 ▶ 조각배어린이공원 ▶ 신기교 ▶ 대동마을 ▶ 효천초교 ▶ 신효천마을 ▶ 송암동 ▶ 인성고 ▶ 송암공단입구 ▶ 송원대 ▶ 송암공단
대촌69,칠석,북성중,39,칠석 ▶ 하칠석.고싸움전수관 ▶ 상칠석 ▶ 도촌 ▶ 지석사거리 ▶ 대촌한일베라체 ▶ 한국기초과학지원연구원 ▶ 한국전기연구원 ▶ 개동 ▶ 학동(서창) ▶ 용두입구 ▶ 서창치안센터 ▶ 중촌 ▶ 절골입구(서) ▶ 서창동행정복지센터 ▶ 동하 ▶ 마산(서창) ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고입구 ▶ 상무역 ▶ 상무지구입구 ▶ 운천역 ▶ 서광주세무서 ▶ 상무1동행정복지센터 ▶ 한국병원 ▶ 기아차중문 ▶ 광주종합버스터미널 ▶ 현대자동차 ▶ 광천초교 ▶ 농성1동행정복지센터 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 양동시장역(남) ▶ 양동교차로 ▶ 북성중,39,북성중 ▶ 양동시장역(천변) ▶ 양동시장역(남) ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성1동행정복지센터 ▶ 광천초교 ▶ 현대자동차 ▶ 광주종합버스터미널 ▶ 한국병원 ▶ 상무1동행정복지센터 ▶ 쌍촌역 ▶ 한국농어촌공사 ▶ 서광주세무서 ▶ 운천역 ▶ 상무지구입구 ▶ 상무역 ▶ 전남고입구 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 마산(서창) ▶ 동하 ▶ 서창동행정복지센터 ▶ 절골입구(서) ▶ 중촌 ▶ 서창치안센터 ▶ 용두입구 ▶ 학동(서창) ▶ 개동 ▶ 한국전기연구원 ▶ 한국기초과학지원연구원 ▶ 대촌한일베라체 ▶ 지석사거리 ▶ 도촌 ▶ 상칠석 ▶ 하칠석.고싸움전수관 ▶ 칠석
대촌70,승촌,예술의거리입구,48,승촌 ▶ 승촌주택단지 ▶ 유촌 ▶ 양촌(대촌) ▶ 학촌 ▶ 무학초교 ▶ 신장 ▶ 육묘장 ▶ 대지동하촌 ▶ 대지동상촌 ▶ 에너지밸리입구 ▶ 한국기초과학지원연구원 ▶ 한국전기연구원 ▶ 대촌한일베라체 ▶ 대촌동행정복지센터 ▶ 하지석 ▶ 상지석 ▶ 원산 ▶ 포충사 ▶ 임암입구 ▶ 이동입구(서) ▶ 임정 ▶ 효천물빛노닐터 ▶ 효천1LH1단지아파트 ▶ 광주김치타운입구 ▶ 중흥에코파크 ▶ 광주효천시티프라디움 ▶ 입암 ▶ 송암동 ▶ 인성고 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 백운광장 ▶ 백운우체국 ▶ 까치고개 ▶ 대성사거리 ▶ 월산사거리 ▶ 우진아파트 ▶ 광주학생운동기념탑 ▶ 롯데백화점 ▶ 동부소방서 ▶ 대인시장(서) ▶ 예술의거리입구,47,예술의거리입구 ▶ 충장치안센터 ▶ 광주공원 ▶ 우진아파트 ▶ 월산사거리 ▶ 대성사거리 ▶ 까치고개 ▶ 백운초교(북) ▶ 백운우체국 ▶ 백운광장 ▶ 호남삼육고입구 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 인성고 ▶ 송암동 ▶ 입암 ▶ 광주효천시티프라디움 ▶ 중흥에코파크 ▶ 광주김치타운입구 ▶ 효천1LH1단지아파트 ▶ 효천물빛노닐터 ▶ 임정 ▶ 이동입구(서) ▶ 임암입구 ▶ 포충사 ▶ 원산 ▶ 상지석 ▶ 하지석 ▶ 대촌동행정복지센터 ▶ 대촌한일베라체 ▶ 한국전기연구원 ▶ 한국기초과학지원연구원 ▶ 에너지밸리입구 ▶ 대지동상촌 ▶ 대지동하촌 ▶ 육묘장 ▶ 신장 ▶ 무학초교 ▶ 학촌 ▶ 양촌(대촌) ▶ 유촌 ▶ 승촌주택단지 ▶ 승촌
대촌71,승촌,양동시장역(천변),44,승촌 ▶ 승촌주택단지 ▶ 유촌 ▶ 양촌(대촌) ▶ 도덕 ▶ 구소 ▶ 도덕 ▶ 학촌 ▶ 월성 ▶ 지동 ▶ 화장앞길 ▶ 화장뒷길 ▶ 농막 ▶ 시산 ▶ 석정 ▶ 석교삼거리 ▶ 구룡(대촌) ▶ 마현 ▶ 신용 ▶ 봉학 ▶ 용두입구 ▶ 서창치안센터 ▶ 중촌 ▶ 절골입구(서) ▶ 불암 ▶ 매월동(북) ▶ 대동고 ▶ 화훼단지 ▶ 공구단지 ▶ 풍암사거리(동) ▶ 마재우체국 ▶ 풍암저수지 ▶ 원광대한방병원 ▶ 금당중 ▶ 서남하이츠(국제양궁장) ▶ 무등시장입구(남) ▶ 백운초교(남) ▶ 까치고개 ▶ 대성사거리 ▶ 월산사거리 ▶ 우진아파트 ▶ 천교 ▶ 양동복개쇼핑센터 ▶ 양동시장역(천변),44,양동시장역(천변) ▶ 양동복개쇼핑센터 ▶ 천교 ▶ 우진아파트 ▶ 월산사거리 ▶ 대성사거리 ▶ 까치고개 ▶ 백운초교(남) ▶ 무등시장입구(남) ▶ 서남하이츠(국제양궁장) ▶ 금당중 ▶ 원광대한방병원 ▶ 풍암저수지 ▶ 마재우체국 ▶ 풍암사거리(동) ▶ 공구단지 ▶ 화훼단지 ▶ 대동고 ▶ 매월동(북) ▶ 불암 ▶ 절골입구(서) ▶ 중촌 ▶ 서창치안센터 ▶ 용두입구 ▶ 봉학 ▶ 신용 ▶ 마현 ▶ 구룡(대촌) ▶ 석교삼거리 ▶ 석정 ▶ 시산 ▶ 농막 ▶ 화장뒷길 ▶ 화장앞길 ▶ 지동 ▶ 월성 ▶ 학촌 ▶ 도덕 ▶ 구소 ▶ 도덕 ▶ 양촌(대촌) ▶ 유촌 ▶ 승촌주택단지 ▶ 승촌
송암72,송암공단,수완지구,62,송암공단 ▶ 송암공단입구 ▶ 송원대 ▶ 동명회.송원고 ▶ 운리마을 ▶ 풍암대주아파트 ▶ 풍암사거리(동) ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서구문화센터 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 운천저수지 ▶ 운천역 ▶ 서광주세무서 ▶ 상무1동행정복지센터 ▶ 한국병원 ▶ 솔뫼타운 ▶ 해태아파트 ▶ 화정무등파크 ▶ 화정중흥파크 ▶ 서구청 ▶ 서광주한전 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동교차로 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 전남대사거리(서) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 운암시장 ▶ 운암도서관 ▶ 운암중 ▶ 운암우미아파트 ▶ 시립장애인복지관 ▶ 동림푸른마을 ▶ 산동교 ▶ 반촌/마한유적체험관 ▶ 보건대입구 ▶ 전남공고입구 ▶ 신창용수마을 ▶ 신창초교 ▶ 신창중 ▶ 신창부영2차아파트 ▶ 은빛마을 ▶ 성덕교 ▶ 성덕마을 ▶ 장덕마을 ▶ 고실마을 ▶ 수완양우내안애 ▶ 골옷교 ▶ 수완우미린2차 ▶ 수완건강생활지원센터 ▶ 수완에너지 ▶ 수완지구,62,수완지구 ▶ 수완건강생활지원센터 ▶ 수완우미린2차 ▶ 골옷교 ▶ 수완양우내안애 ▶ 고실마을 ▶ 장덕마을 ▶ 성덕마을 ▶ 성덕교 ▶ 은빛마을 ▶ 신창부영2차아파트 ▶ 신창중 ▶ 신창초교 ▶ 신창용수마을 ▶ 전남공고입구 ▶ 보건대입구 ▶ 반촌/마한유적체험관 ▶ 산동교 ▶ 동림푸른마을 ▶ 시립장애인복지관 ▶ 운암우미아파트 ▶ 운암중 ▶ 운암도서관 ▶ 운암벽산블루밍 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(서) ▶ 신안사거리 ▶ 광주역 ▶ 유동사거리 ▶ 양동교차로 ▶ 양동시장역(북) ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 화정중흥파크 ▶ 화정무등파크 ▶ 해태아파트 ▶ 한국병원 ▶ 상무1동행정복지센터 ▶ 쌍촌역 ▶ 한국농어촌공사 ▶ 서광주세무서 ▶ 운천저수지 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 풍암사거리(동) ▶ 매월종합상가입구 ▶ 운리마을 ▶ 동명회.송원고 ▶ 송원대 ▶ 송암공단입구 ▶ 송암공단
송암73,도산동,동산교차로,54,도산동 ▶ 도산파출소 ▶ 공군부대 ▶ 공군부대후문 ▶ 송정호반아파트 ▶ 도산동행정복지센터 ▶ 송정초교 ▶ 송정대덕아파트 ▶ 상전 ▶ 송정모아아파트 ▶ 송정파출소(남) ▶ 공항역 ▶ 장암마을 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고입구 ▶ 상무역(북) ▶ 농협운천지점 ▶ 대우디오빌 ▶ 운천저수지 ▶ 상무중 ▶ 광주학생독립운동기념관 ▶ 쌍촌시영아파트 ▶ 종합건설본부 ▶ 염주사거리(동) ▶ 염주맨션 ▶ 화정중 ▶ 유니버시아드힐스테이트 ▶ 건강협회 ▶ 월산4동 ▶ 월산5동 ▶ 신우아파트 ▶ 주월주택단지 ▶ 백운광장 ▶ 호남삼육고입구 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 송암공단입구 ▶ 송원대 ▶ 동명회.송원고 ▶ 운리마을 ▶ 풍암대주아파트 ▶ 풍암사거리(서) ▶ 광주중 ▶ 마재종원아파트 ▶ 만호마을 ▶ 무등교회 ▶ 서광주역 ▶ 동산교차로,53,동산교차로 ▶ 동산교차로(북) ▶ 무등교회 ▶ 만호마을 ▶ 마재종원아파트 ▶ 광주중 ▶ 동산교차로(남) ▶ 매월종합상가입구 ▶ 운리마을 ▶ 동명회.송원고 ▶ 송원대 ▶ 송암공단입구 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 백운광장 ▶ 주월주택단지 ▶ 신우아파트 ▶ 월산5동 ▶ 월산4동 ▶ 건강협회(남) ▶ 유니버시아드힐스테이트 ▶ 화정중 ▶ 염주맨션 ▶ 염주사거리(서) ▶ 쌍촌시영아파트 ▶ 광주학생독립운동기념관 ▶ 치평중 ▶ 상무중 ▶ 운천저수지 ▶ 대우디오빌 ▶ 농협운천지점 ▶ 상무역 ▶ 전남고입구 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창입구 ▶ 장암마을 ▶ 공항역 ▶ 송정모아아파트 ▶ 상전 ▶ 송정대덕아파트 ▶ 송정초교 ▶ 도산동행정복지센터 ▶ 송정호반아파트 ▶ 공군부대후문 ▶ 공군부대 ▶ 도산파출소 ▶ 도산동
송암74,송암공단,장등동,53,송암공단 ▶ 송암공단입구 ▶ 송원대 ▶ 동명회.송원고 ▶ 운리마을 ▶ 풍암SK뷰 ▶ 풍암동부센트레빌 ▶ 운리초교입구 ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서구문화센터 ▶ 금호도개공아파트 ▶ 금호모아아파트 ▶ 월드컵경기장 ▶ 염주체육관 ▶ 럭키아파트 ▶ 화정남초교 ▶ 염주사거리(동) ▶ 염주맨션 ▶ 화정중 ▶ 유니버시아드힐스테이트 ▶ 농성파출소 ▶ 서광주한전 ▶ 동신대한방병원 ▶ 월산초교 ▶ 무진중 ▶ 대성초교 ▶ 향교 ▶ 중앙대교(서) ▶ 충장치안센터 ▶ 예술의거리입구 ▶ 전남여고 ▶ 동구노인종합복지관 ▶ 농장다리 ▶ 법원입구 ▶ 산수오거리 ▶ 두암지구입구 ▶ 풍향시장 ▶ 교대금호어울림 ▶ 두암주공입구 ▶ 두암초교 ▶ 문화초교 ▶ 신흥맨션 ▶ 각화무등파크 ▶ 각화초교 ▶ 각화금호아파트 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동,50,장등동 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 각화금호아파트 ▶ 각화무등파크 ▶ 신흥맨션 ▶ 문화초교 ▶ 두암초교 ▶ 두암주공입구 ▶ 교대금호어울림 ▶ 풍향시장 ▶ 두암지구입구 ▶ 산수오거리 ▶ 법원입구 ▶ 농장다리 ▶ 동구노인종합복지관 ▶ 전남여고 ▶ 예술의거리입구 ▶ 충장동행정복지센터 ▶ 향교 ▶ 대성초교 ▶ 무진중 ▶ 월산초교 ▶ 동신대한방병원 ▶ 돌고개역(서) ▶ 농성파출소 ▶ 유니버시아드힐스테이트 ▶ 화정중 ▶ 염주맨션 ▶ 염주사거리(동) ▶ 화정남초교 ▶ 럭키아파트 ▶ 염주체육관 ▶ 월드컵경기장 ▶ 금호모아아파트 ▶ 금호도개공아파트 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 운리초교입구 ▶ 풍암동부센트레빌 ▶ 풍암SK뷰 ▶ 풍암대주아파트 ▶ 매월종합상가입구 ▶ 운리마을 ▶ 동명회.송원고 ▶ 송원대 ▶ 송암공단입구 ▶ 송암공단
진월75,송암공단,도산동,53,송암공단 ▶ 송원대 ▶ 송암공단입구 ▶ 인성고 ▶ 송암동 ▶ 신효천마을 ▶ 효천초교 ▶ 대동마을 ▶ 신기교 ▶ 조각배어린이공원 ▶ 노대제 ▶ 송화마을5단지 ▶ 진월남양휴튼 ▶ 송화마을3단지 ▶ 진월저수지(서) ▶ 진월동행정복지센터 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 호남삼육고 ▶ 서남하이츠(국제양궁장) ▶ 금당중 ▶ 원광대한방병원 ▶ 풍암우미아파트 ▶ 풍암금호아파트 ▶ 신암마을 ▶ 풍암한국아파트 ▶ 풍암한신아파트 ▶ 풍암모아아파트 ▶ 풍암저수지 ▶ 마재우체국 ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서창농협 ▶ 만호초교 ▶ 만호마을 ▶ 무등교회 ▶ 다사랑병원 ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 장암마을 ▶ 공항역 ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동,54,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 공항역 ▶ 장암마을 ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 다사랑병원 ▶ 동산교차로 ▶ 동산교차로(북) ▶ 무등교회 ▶ 만호마을 ▶ 만호초교 ▶ 서창농협 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 마재우체국 ▶ 풍암저수지 ▶ 풍암모아아파트 ▶ 풍암한신아파트 ▶ 풍암한국아파트 ▶ 신암마을 ▶ 풍암금호아파트 ▶ 풍암우미아파트 ▶ 원광대한방병원 ▶ 금당중 ▶ 서남하이츠(국제양궁장) ▶ 호남삼육고 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송화마을1단지입구 ▶ 송화마을1단지 ▶ 진남초교 ▶ 송화마을5단지 ▶ 노대제 ▶ 조각배어린이공원 ▶ 신기교 ▶ 대동마을 ▶ 효천초교 ▶ 신효천마을 ▶ 송암동 ▶ 인성고 ▶ 송암공단입구 ▶ 송원대 ▶ 송암공단
봉선76,송암공단,무등산국립공원(증심사),45,송암공단 ▶ 송원대 ▶ 송암공단입구 ▶ 입하마을 ▶ 광주효천시티프라디움 ▶ 입암 ▶ 신효천마을 ▶ 효천초교 ▶ 대동마을 ▶ 신기교 ▶ 조각배어린이공원 ▶ 노대제 ▶ 송화마을5단지 ▶ 진월남양휴튼 ▶ 송화마을3단지 ▶ 진월저수지(동) ▶ 진월리채3차 ▶ 문성고 ▶ 구남구청 ▶ 조봉초교 ▶ 봉선삼익아파트(남) ▶ 봉선삼익아파트(북) ▶ 유안초교 ▶ 라인효친 ▶ 모아2차아파트 ▶ 봉선초교 ▶ 양림휴먼시아1차 ▶ 양림휴먼시아2차 ▶ 학림교 ▶ 방림교 ▶ 우영아파트 ▶ 빛고을복지회관 ▶ 가야농원 ▶ 용산교(동구) ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사),45,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 용산교(동구) ▶ 가야농원 ▶ 빛고을복지회관 ▶ 백화아파트 ▶ 방림교 ▶ 학림교 ▶ 양림휴먼시아2차 ▶ 양림휴먼시아1차 ▶ 봉선초교 ▶ 모아2차아파트 ▶ 라인효친 ▶ 유안초교 ▶ 봉선삼익아파트(북) ▶ 봉선삼익아파트(남) ▶ 조봉초교 ▶ 문성고 ▶ 진월리채3차 ▶ 진월저수지(동) ▶ 송화마을3단지 ▶ 송화마을5단지 ▶ 노대제 ▶ 조각배어린이공원 ▶ 신기교 ▶ 대동마을 ▶ 효천초교 ▶ 신효천마을 ▶ 입암 ▶ 광주효천시티프라디움 ▶ 입하마을 ▶ 송암공단입구 ▶ 송원대 ▶ 송암공단
진월77,세하동,노대,37,세하동 ▶ 서창동행정복지센터 ▶ 절골입구(북) ▶ 매월동(동) ▶ 대동고 ▶ 화훼단지 ▶ 공구단지 ▶ 풍암사거리(동) ▶ 마재부영아파트 ▶ 마재호반아파트 ▶ 마재종원아파트 ▶ 만호초교 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 광주학생독립운동기념관 ▶ 쌍촌시영아파트 ▶ 종합건설본부 ▶ 염주사거리(동) ▶ 염주맨션 ▶ 주월초교 ▶ 월산마을 ▶ 제일맨션 ▶ 명지맨션 ▶ 무등시장 ▶ 무등시장입구(북) ▶ 호남삼육고 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 금호타운아파트 ▶ 광주대 ▶ 구암 ▶ 빛고을CC ▶ 노대,38,노대 ▶ 빛고을CC ▶ 구암 ▶ 광주대 ▶ 금호타운아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 호남삼육고 ▶ 무등시장입구(북) ▶ 무등시장 ▶ 명지맨션 ▶ 제일맨션 ▶ 월산마을 ▶ 주월초교 ▶ 염주맨션 ▶ 염주사거리(서) ▶ 쌍촌시영아파트 ▶ 광주학생독립운동기념관 ▶ 치평중 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서창농협 ▶ 마재종원아파트 ▶ 마재호반아파트 ▶ 마재부영아파트 ▶ 풍암사거리(동) ▶ 공구단지 ▶ 화훼단지 ▶ 대동고 ▶ 매월동(동) ▶ 절골입구(북) ▶ 서창동행정복지센터 ▶ 세하동
진월78,광주김치타운,이동,30,광주김치타운 ▶ 매월종합상가공구단지 ▶ 서부농수산물도매시장 ▶ 공구단지 ▶ 풍암사거리(동) ▶ 마재우체국 ▶ 풍암저수지 ▶ 풍암모아아파트 ▶ 풍암한신아파트 ▶ 풍암한국아파트 ▶ 신암마을 ▶ 풍암금호아파트 ▶ 풍암우미아파트 ▶ 원광대한방병원 ▶ 금당중 ▶ 서남하이츠(국제양궁장) ▶ 호남삼육고 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 인성고 ▶ 송암동 ▶ 입암 ▶ 광곡입구/빛여울초교 ▶ 임정 ▶ 이동입구 ▶ 이동,31,이동 ▶ 이동입구 ▶ 임정 ▶ 광곡입구/빛여울초교 ▶ 입암 ▶ 송암동 ▶ 인성고 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 호남삼육고 ▶ 서남하이츠(국제양궁장) ▶ 금당중 ▶ 원광대한방병원 ▶ 풍암우미아파트 ▶ 풍암금호아파트 ▶ 신암마을 ▶ 풍암한국아파트 ▶ 풍암한신아파트 ▶ 풍암모아아파트 ▶ 풍암저수지 ▶ 마재우체국 ▶ 풍암사거리(동) ▶ 공구단지 ▶ 서부농수산물도매시장 ▶ 매월종합상가공구단지 ▶ 광주김치타운
